timestamp,symbol,final_score,signal,sentiment_view,confidence,article_count,bullish_ratio,bearish_ratio
2025-12-06T17:15:48.749128,DOLLAR PRICE,-0.0694972075053613,SELL,bearish,medium,5,0.2,0.2
2025-12-06T17:18:30.227621,TSLA,-0.04052001332818236,SELL,bearish,medium,5,0.4,0.4
2025-12-06T17:18:30.227621,INFY,0.06591624904435207,BUY,bullish,medium,5,0.2,0.2
2025-12-06T17:18:30.227621,AAPL,-0.8563785093694605,SELL,bearish,high,5,0.0,0.8
2025-12-06T17:18:30.227621,HDFCBANK,-0.3278111820833146,SELL,bearish,high,5,0.0,0.4
2025-12-06T17:20:49.752456,DOLLAR PRICE,0.0035608071384956473,HOLD,mixed/neutral,medium,5,0.2,0.2
2025-12-11T12:58:40.667099,TSLA,0.5263920690535933,BUY,bullish,high,5,0.6,0.0
2025-12-11T12:58:40.667099,INFY,0.6207372039636565,BUY,bullish,high,5,0.8,0.2
2025-12-11T12:58:40.667099,AAPL,0.21362196918092238,BUY,bullish,high,5,0.4,0.2
2025-12-11T12:58:40.667099,HDFCBANK,-5.740444832724734e-05,HOLD,mixed/neutral,medium,5,0.4,0.4
2025-12-11T15:48:05.249892,TSLA,0.3900722146438639,BUY,bullish,high,5,0.4,0.0
2025-12-11T15:48:05.249892,INFY,-0.2237397219535069,SELL,bearish,high,5,0.2,0.4
2025-12-11T15:48:05.249892,AAPL,0.05714938537578966,BUY,bullish,medium,5,0.2,0.2
2025-12-11T15:48:05.249892,HDFCBANK,-0.24331378528430606,SELL,bearish,high,5,0.2,0.4
